,0
0,51.9833030281003
1,52.02055859206564
2,51.21583841041451
3,51.10407171851852
4,50.776222755623614
5,51.36486066627583
6,50.284449311281264
7,50.46327601831484
8,51.469176245378755
9,51.744867418722194
10,51.23074063600064
11,51.841731885032054
12,52.16212973513389
13,52.16958084792695
14,52.30370087820214
15,51.73741630592913
16,51.99075414089337
17,52.19938529909922
18,52.50488092361493
19,52.244091975857614
20,52.57194093875252
21,53.69705897050549
22,53.838630113573736
23,54.024907933400385
24,53.995103482228124
25,54.16647907646864
26,54.97119925811977
27,56.245339545734055
28,56.13357285383806
29,55.85788168049462
30,56.11121951545886
31,55.805723890943156
32,55.82062611652929
33,55.001003709292036
34,54.710410310362455
35,54.60609473125953
36,55.403363800117596
37,55.403363800117596
38,55.872783906080755
39,56.647699636559615
40,57.43751759262461
41,56.81162411800707
42,56.707308538904144
43,56.178279530596456
44,56.29004622249244
45,56.99790193783372
46,56.34965512483697
47,56.48377515511216
48,55.090417062808825
49,55.619446071116506
50,56.10376840266579
51,56.617895185387354
52,56.081415064286595
53,55.686506086254106
54,55.992001710769806
55,56.20808398176872
56,56.118670628251934
57,56.35710623763004
58,56.804173005214004
59,56.990450825040654
60,56.923390809903054
61,57.892035473001634
62,57.981448826518424
63,58.10811774400055
64,58.57008673717064
65,58.50302672203304
66,59.42696470837323
67,59.702655881716666
68,59.33755135485644
69,59.516378061890016
70,60.40306048426487
71,60.90973615419336
72,61.06620952284774
73,61.37170514736345
74,61.07366063564081
75,61.14817176357147
76,61.17797621474374
77,60.74581167274591
78,60.95444283095175
79,61.543080741603966
80,62.46701872794415
81,62.41486093839269
82,62.89918326994197
83,62.48192095353028
84,61.68465188467222
85,61.818771914947405
86,62.638394322184666
87,62.325447584875896
88,61.34190069619119
89,60.820322800676564
90,59.6504980921652
91,59.19598021178818
92,57.63124652524433
93,57.78771989389871
94,57.72811099155418
95,58.74891344420423
96,59.33010024206337
97,59.635595866579074
98,59.6504980921652
99,59.516378061890016
100,60.25403822840355
101,60.85012725184883
102,61.06620952284774
103,60.417962709851004
104,59.29284467809804
105,58.95754460241007
106,59.114017971064456
107,60.082662634163036
108,60.11991819812836
109,59.0395068431338
110,58.32420001499946
111,59.732460332888934
112,59.23323577575351
113,58.74146233141116
114,58.890484587272475
115,59.09166463268525
116,59.93364037830171
117,59.72500922009586
118,60.73836055995284
119,62.02740307315325
120,61.39405848574265
121,62.54898096866787
122,62.317996472082825
123,62.10936531387698
124,61.43131404970797
125,61.85602747891274
126,60.49992495057473
127,60.7681650111251
128,60.72345833436671
129,60.857578364641896
130,59.739911445682
131,60.760713898332035
132,62.31054535928977
133,63.30154336076754
134,63.49527229338725
135,63.7039034515931
136,62.86937881876972
137,63.070558864182495
138,64.51607474603729
139,64.41175916693436
140,64.3819547157621
141,63.89763238421282
142,63.934887948178144
143,64.1882257831424
144,64.32234581341758
145,64.27018802386613
146,64.6054880995541
147,63.65174566204164
148,64.1211657680048
149,64.52352585883037
150,65.46236607075667
151,66.22983068844246
152,64.80666814496686
153,66.54277742575124
154,66.69179968161257
155,66.19257512447714
156,66.43101073385526
157,66.67689745602644
158,66.74395747116404
159,66.77376192233629
160,66.59493521530271
161,67.3623998329885
162,67.23573091550638
163,67.05690420847279
164,66.25218402682167
165,64.12861688079786
166,63.29409224797447
167,64.36705249017598
168,63.42821227824967
169,62.55643208146094
170,61.77406523818902
171,62.332898697668966
172,61.76661412539595
173,62.66819877335693
174,62.52662763028867
175,62.77251435245985
176,62.9811455106657
177,63.16742333049235
178,63.376054488698195
179,61.96034305801567
180,62.630943209391596
181,62.019951960360196
182,62.638394322184666
183,62.45956761515109
184,64.94823928803513
185,65.611388326618
186,69.57538033252911
187,71.19972292141748
188,68.24908225536336
189,68.75575792529185
190,68.57693121825827
191,68.80046460205023
192,67.95103774364071
193,68.49496897753454
194,68.60673566943052
195,68.74085569970572
196,66.02865064302969
197,65.88707949996143
198,66.44591295944139
199,64.35215026458985
200,64.21057912152159
201,64.76941258100155
202,65.24628379975776
203,65.90943283834063
204,64.11371465521174
205,66.25218402682167
206,66.52042408737205
207,66.86317527585308
208,64.67999922748474
209,66.56513076413043
210,65.5890349882388
211,64.78431480658767
212,64.89608149848365
213,64.55333031000262
214,64.94078817524206
215,65.0600059799311
216,63.383505601491265
217,63.30154336076754
218,63.89763238421282
219,63.629392323662444
220,63.47291895500806
221,62.005049734774055
222,62.2807409081175
223,62.64584543497774
224,63.070558864182495
225,63.6815501132139
226,64.07645909124639
227,65.03020152875885
228,65.46236607075667
229,65.6560950033764
230,64.59058587396797
231,65.44001273237748
232,65.86472616158224
233,65.55923053706653
234,65.5443283114804
235,64.70235256586395
236,64.04665464007414
237,63.987045737729616
238,63.85292570745442
239,65.14941933344791
240,65.95413951509903
241,64.63529255072635
242,64.91843483686287
243,64.82902148334607
244,65.58158387544574
245,66.4831685234067
246,66.25218402682167
247,66.27453736520087
248,68.08515777391591
249,68.21182669139803
250,67.33259538181625
251,67.30279093064398
252,68.03299998436444
253,69.67969591163202
254,69.52322254297763
255,70.44716052931783
256,68.98674242187688
257,68.8526223916017
258,68.86007350439476
259,69.36674917432325
260,68.04790220995058
261,66.40120628268299
262,66.72905524557788
263,67.04945309567972
264,67.11651311081732
265,65.40275716841214
266,64.65764588910554
267,65.05255486713804
268,65.11961488227564
269,63.063107751389424
270,63.11526554094089
271,63.629392323662444
272,63.87527904583362
273,63.443114503835794
274,62.83212325480439
275,62.18387644180764
276,60.96189394374482
277,60.55208274012619
278,60.55208274012619
279,59.83677591199185
280,59.486573610717755
281,58.75636455699729
282,58.36890669175786
283,58.115568856793615
284,54.97119925811977
285,55.366108236152265
286,55.58219050715118
287,55.61199495832344
288,56.11121951545886
289,53.302149992472984
290,54.06216349736572
291,51.86408522341125
292,51.752318531515265
293,50.820929432382016
294,51.86408522341125
295,51.35740955348277
296,52.99665436795728
297,53.1680299621978
298,52.743316532993035
299,51.92369412575578
300,52.83272988650983
301,51.57349182448168
302,52.005656366479506
303,51.55113848610248
