,0
0,58.25381263102463
1,58.003757066676165
2,61.3038901757692
3,61.4189526803122
4,61.52915362297576
5,61.0447760922882
6,61.65958989762551
7,61.57971988437437
8,60.77566301979386
9,59.66436088144033
10,61.283876248689886
11,59.13604535918054
12,57.00817608127199
13,56.95446368949324
14,55.984779371561494
15,59.702164158120375
16,58.20431450606632
17,56.739003815845436
18,54.612471661186035
19,56.41501404733939
20,54.20642445042985
21,55.2660729664037
22,56.20749121344964
23,57.404949577876
24,57.222244070488024
25,58.19916218781856
26,59.78887677472609
27,65.19174597214351
28,64.26626226035091
29,62.18661337331336
30,64.08397507502701
31,61.851576059281314
32,61.94491708994721
33,59.78977974838512
34,59.726560239133555
35,59.618699245318076
36,60.14613932190388
37,60.14613932190388
38,62.2865083376
39,68.27236002141214
40,70.21644628702155
41,69.1970136639168
42,68.63845737269513
43,64.63446341076227
44,65.56336917981028
45,69.9104721222825
46,66.05460289034019
47,67.11727822627446
48,59.80107740472367
49,60.86141409663834
50,64.02354738962896
51,68.07757244604977
52,63.8434048135279
53,61.17874501106861
54,63.14446155853405
55,64.88174607836399
56,64.14457665592097
57,66.115436874274
58,69.1607716716879
59,69.88912920106246
60,69.67001023266452
61,69.38800347265295
62,69.2152094027759
63,69.00637317362971
64,68.82342855706351
65,68.78482735940396
66,71.17479257878672
67,72.52513560574091
68,70.78610850967944
69,71.59017440961777
70,75.8531917507889
71,75.98380950882718
72,75.38115249394248
73,73.4838263390604
74,75.34518888627083
75,74.95248453204188
76,74.77959452523574
77,76.2824807726616
78,75.84236993355303
79,72.20795382419301
80,70.89041542123302
81,70.48704328414847
82,76.60430867637503
83,71.01809378562417
84,71.19165612382581
85,70.36649913721017
86,72.68176266843439
87,69.95413044546395
88,73.69842655871385
89,76.18978453829693
90,72.25555161313908
91,70.2314333413512
92,69.91974278215092
93,69.60333086662617
94,69.72725286658162
95,69.03740354072768
96,70.75500973385267
97,72.17949384627009
98,72.25555161313908
99,71.59017440961777
100,75.31174729696143
101,76.13261180658908
102,75.38115249394248
103,75.8975142188337
104,70.60261725386779
105,69.4830647383612
106,69.94687542420259
107,74.52119964808237
108,74.70425701711515
109,69.71270552355448
110,68.79342016203977
111,72.68121021793111
112,70.36982426555842
113,69.02531848897179
114,69.31764068927312
115,69.87413279834023
116,73.75114012621437
117,72.64207193742
118,76.28783130170343
119,69.56863592360203
120,73.32048015682308
121,71.65996158689326
122,69.91875879884033
123,69.47415363550779
124,73.04475395798234
125,70.17400956325555
126,76.10403691829465
127,76.2621744525821
128,76.29641696012966
129,76.11652027880491
130,72.72042173945779
131,76.26965414629917
132,69.8847703208124
133,84.24950152149223
134,87.94257930600476
135,91.5093405042506
136,76.09576522324183
137,79.73884984609573
138,99.13043689453491
139,98.65214522303123
140,98.49577041566022
141,94.25423070067156
142,94.71150703659328
143,97.21706593238646
144,98.15309155843163
145,97.81772981436954
146,99.46877907649784
147,90.67102137909241
148,96.65305796409226
149,99.16091410177424
150,101.50992891500735
151,101.20556956733154
152,100.06681595936718
153,99.75204725753083
154,98.85956083171493
155,101.32740369916283
156,100.35057899600847
157,98.9522381707828
158,98.53140089486247
159,98.34200179188421
160,99.44960770039967
161,95.0538308117383
162,95.61577975647225
163,96.57861914876837
164,101.12671957279828
165,96.71910421500911
166,84.10356532702075
167,98.41394459181036
168,86.69334604904465
169,71.73798328621929
170,70.62064967063596
171,69.99088757392128
172,70.66524554291716
173,73.06255953868437
174,71.43387576118876
175,74.54132894726759
176,78.0642395191016
177,81.61539082090896
178,85.69758507771856
179,69.7451048629991
180,72.58962480827189
181,69.58402284259644
182,72.68176266843439
183,70.82863969799162
184,100.41217543607686
185,101.74083788669927
186,89.37694873403643
187,88.70330792546949
188,93.57797512704585
189,92.54282167526664
190,93.0506951656166
191,92.39162946340504
192,93.80538320220492
193,93.2287885876661
194,92.97736067022969
195,92.59119094500917
196,101.71805474638764
197,101.86812513953828
198,100.27523156793984
199,98.32960128624511
200,97.39024778028606
201,99.968323087789
202,101.07633781582425
203,101.85538956165739
204,96.58614928626152
205,101.12671957279828
206,99.87755544017914
207,97.77157046010541
208,99.71167601274598
209,99.6239901173046
210,101.71165066555135
211,100.00822325949912
212,100.28905247013127
213,99.27846984392673
214,100.39480261207085
215,100.66686187601823
216,85.84091032804515
217,84.24950152149223
218,94.25423070067156
219,90.29999758286611
220,87.53059827528172
221,69.61803609967417
222,69.76259227969474
223,72.77513449448288
224,79.73884984609573
225,91.15487171304461
226,96.2385039710523
227,100.59981170749627
228,101.50992891500735
229,101.79218307566646
230,99.41627700722685
231,101.46911959857897
232,101.87695930538466
233,101.6694189403412
234,101.64697936080113
235,99.77895663726989
236,95.94440965713878
237,95.31267326859731
238,93.6749017097113
239,100.86547349732109
240,101.81784505467982
241,99.56966324510859
242,100.34227458871996
243,100.12404539922962
244,101.70143712673585
245,100.08058194808373
246,101.12671957279828
247,101.04362903330002
248,93.70877908771938
249,93.61209562517028
250,95.17606787896432
251,95.30455070414381
252,93.74500153403179
253,89.10511624213333
254,89.53633266706738
255,88.899717646879
256,91.67915756118366
257,92.20443736752722
258,92.17681442910136
259,90.09348085336262
260,93.7346246930192
261,100.49672270076962
262,98.62566877360229
263,96.62226968466804
264,96.2385476514606
265,101.39844991232297
266,99.641981937125
267,100.65014501537044
268,100.79965442111697
269,79.59673108235752
270,80.59913156053251
271,90.29999758286611
272,93.96872487439272
273,86.97427062205496
274,75.47921826538773
275,69.51504242878566
276,75.81634745098184
277,76.20002445257883
278,76.20002445257883
279,73.23492282374464
280,71.44893918103624
281,69.04975922716046
282,68.77626089468374
283,68.99577027190823
284,59.78887677472609
285,60.06782138734185
286,60.70480794047422
287,60.828963119775224
288,64.08397507502701
289,53.17242965965856
290,57.6265389119728
291,59.004860647236676
292,59.626140967689615
293,61.52444753767337
294,59.004860647236676
295,61.061065151484165
296,52.737450907897816
297,52.82447843733903
298,53.35414171045004
299,58.6395355659627
300,53.03990343765268
301,60.425116710232956
302,58.10453493264345
303,60.507345595290495
304,53.211212844669106
305,59.813051397240145
306,61.54403143337821
307,60.0508439137311
308,61.96997164072683
309,60.69235334788646
310,61.33345804857612
311,60.10403679862091
312,64.2385189585135
313,62.02493219434275
314,60.010185852227245
315,60.55008088113304
316,61.7922696380074
317,62.09339742978207
318,61.57971988437437
319,55.2510599179684
320,54.163501101498355
321,59.09268504798045
322,61.47756970940703
323,57.32847071447172
324,55.82488442395321
325,57.16880107582019
326,53.847863577568305
327,53.51331495939327
328,54.07908211797577
329,52.76476109770789
330,53.5942181201901
331,57.38144083389709
332,52.72207333765635
333,56.5532612681404
334,54.882155925660626
335,59.73173796666147
336,58.27448022235202
337,54.20947662294347
338,55.36385056006629
339,53.23845950189734
340,53.062256867979286
341,54.12105061792966
342,52.75421954265171
343,54.882155925660626
344,57.58286800343812
345,59.78817351134556
346,60.013768141514454
347,62.59656280282691
348,62.86599283381327
349,63.20115110868511
350,59.745522529736334
351,59.77092825152164
352,62.70318767499277
353,64.38852519967331
354,59.79646024415058
355,61.21678624686816
356,61.032116454885184
357,60.163289227240476
358,61.21678624686816
359,59.79783353873849
360,62.04018752986231
361,62.543846352641836
362,69.72291648878979
363,70.24791192310151
364,70.17181174846584
365,70.06432696766932
366,70.02715210053707
367,68.79722914838602
368,68.8780174400052
369,70.26365997815826
370,70.29914548518273
371,68.97519472972841
372,69.63444994639993
373,69.78813670706104
374,68.77626089468374
375,71.10807869897742
376,74.66805437800367
377,74.4091031883524
378,73.07593836091549
379,76.17556884551932
380,72.65438965419794
381,74.36137145919163
382,71.29344734295553
383,75.9619984800358
384,75.19518518526259
385,76.24507451334485
386,74.5519616994164
387,75.61501300350263
388,74.50499158761745
389,70.70923001219587
390,76.22167172026379
391,73.06255953868437
392,69.47234553552308
393,76.30542731839826
394,76.27642234668879
395,75.30860395221062
396,76.08218207825821
397,71.66177427401847
398,72.52513560574091
399,73.79059675591664
400,70.54313004106673
401,73.11565097650517
402,71.07500475256582
403,71.3104366650061
404,69.46367376346343
405,71.91721161152357
406,72.72042173945779
407,75.87560041019329
408,75.46235373666237
409,76.20002445257883
410,76.05422037946501
411,70.57276750307206
412,67.06046227027242
413,70.00824472473533
414,70.23878239443356
415,70.27840631032653
416,60.765755515921974
417,53.46147118436004
418,52.881399408113865
419,53.49378354697987
420,58.497121704282414
421,53.51331495939327
422,55.412946487720646
423,53.03068714886331
424,52.96926743294851
425,60.24885574036652
426,54.337939322397574
427,53.9561584401927
428,56.577029139605116
429,54.97687444256137
430,54.425211932113214
431,62.49153688597397
432,65.25376300461016
433,67.50559629530784
434,66.94590956021418
435,69.96128918820555
436,69.94759520711595
437,69.52722319535522
438,70.23878239443356
439,59.89335953832135
440,63.48910956633403
441,65.25376300461016
442,66.59552842101388
443,68.76916233840736
444,68.9187255704045
445,68.87059816009999
446,69.77301956669511
447,65.80986591960612
448,60.86141409663834
449,59.549425466732195
450,59.77507697519767
451,59.82209801826403
452,61.141255355544644
453,59.83397296960568
454,59.82578671772376
455,59.92696982283027
456,62.33712047509286
457,68.97098560511338
458,70.19413452834146
459,54.004002773427985
460,59.78977974838512
461,58.489760488773115
462,53.847863577568305
463,60.21794549228918
464,53.48022197835134
465,57.6265389119728
466,59.39879623057434
467,63.43094567376599
468,59.6385166927145
469,58.04342591641449
470,59.083421505393034
471,60.19911365147446
